"source_taxon_name","interaction_type","target_taxon_name","latitude","longitude","Area"
"NPV","pathogenOf","Antheraea yamamai",35.68536,139.75309,"Temperate Asia"
"NPV","pathogenOf","Aglais urticae",35.68536,139.75309,"Temperate Asia"
"NPV","pathogenOf","Leucoma candida",35.68536,139.75309,"Temperate Asia"
"NPV","pathogenOf","Lymantria",35.68536,139.75309,"Temperate Asia"
"NPV","pathogenOf","Cryptoblabes loxiella",35.68536,139.75309,"Temperate Asia"
"NPV","pathogenOf","Tinea translucens",35.68536,139.75309,"Temperate Asia"
"NPV","pathogenOf","Protoboarmia",35.68536,139.75309,"Temperate Asia"
"NPV","pathogenOf","Kunugia yamadai",35.68536,139.75309,"Temperate Asia"
"NPV","pathogenOf","Pieris rapae",35.68536,139.75309,"Temperate Asia"
"NPV","pathogenOf","Dichomeris",35.68536,139.75309,"Temperate Asia"
"NPV","pathogenOf","Gastropacha orientalis",35.68536,139.75309,"Temperate Asia"
"NPV","pathogenOf","Dioryctria sylvestrella",35.68536,139.75309,"Temperate Asia"
"NPV","pathogenOf","Cephalcia",35.68536,139.75309,"Temperate Asia"
"NPV","pathogenOf","Cifuna locuples",35.68536,139.75309,"Temperate Asia"
"NPV","pathogenOf","Homona magnanima",35.68536,139.75309,"Temperate Asia"
"NPV","pathogenOf","Parnara guttata",35.68536,139.75309,"Temperate Asia"
"NPV","pathogenOf","Cynthia cardui",35.68536,139.75309,"Temperate Asia"
"NPV","pathogenOf","Spilosoma",35.68536,139.75309,"Temperate Asia"
"NPV","pathogenOf","Leucoma salicis",35.68536,139.75309,"Temperate Asia"
"NPV","pathogenOf","Chilo suppressalis",35.68536,139.75309,"Temperate Asia"
"NPV","pathogenOf","Sesamia inferens",35.68536,139.75309,"Temperate Asia"
"NPV","pathogenOf","Agrotis",35.68536,139.75309,"Temperate Asia"
"NPV","pathogenOf","Conogethes",35.68536,139.75309,"Temperate Asia"
"NPV","pathogenOf","Ectropis obliqua",35.68536,139.75309,"Temperate Asia"
"NPV","pathogenOf","Cnidocampa flavescens",35.68536,139.75309,"Temperate Asia"
"NPV","pathogenOf","Agrotis ipsilon",35.68536,139.75309,"Temperate Asia"
"NPV","pathogenOf","Scopelodes contracta",35.68536,139.75309,"Temperate Asia"
"NPV","pathogenOf","Antheraea pernyi",35.68536,139.75309,"Temperate Asia"
"NPV","pathogenOf","Anomis flava",35.68536,139.75309,"Temperate Asia"
"NPV","pathogenOf","Bombyx mandarina",35.68536,139.75309,"Temperate Asia"
"NPV","pathogenOf","Euproctis subflava",35.68536,139.75309,"Temperate Asia"
"NPV","pathogenOf","Operophtera brumata",35.68536,139.75309,"Temperate Asia"
"NPV","pathogenOf","Mamestra brassicae",35.68536,139.75309,"Temperate Asia"
"NPV","pathogenOf","Rhyacionia duplana",35.68536,139.75309,"Temperate Asia"
"NPV","pathogenOf","Plutella xylostella",35.68536,139.75309,"Temperate Asia"
"NPV","pathogenOf","Pectinophora gossypiella",35.68536,139.75309,"Temperate Asia"
"NPV","pathogenOf","Spodoptera exigua",35.68536,139.75309,"Temperate Asia"
"NPV","pathogenOf","Autographa",35.68536,139.75309,"Temperate Asia"
"NPV","pathogenOf","Autographa gamma",35.68536,139.75309,"Temperate Asia"
"NPV","pathogenOf","Dendrolimus",35.68536,139.75309,"Temperate Asia"
"NPV","pathogenOf","Euproctis similis",35.68536,139.75309,"Temperate Asia"
"NPV","pathogenOf","Euproctis pseudoconspersa",35.68536,139.75309,"Temperate Asia"
"NPV","pathogenOf","Helicoverpa armigera",35.68536,139.75309,"Temperate Asia"
"NPV","pathogenOf","Mythimna",35.68536,139.75309,"Temperate Asia"
"NPV","pathogenOf","Spodoptera litura",35.68536,139.75309,"Temperate Asia"
"NPV","pathogenOf","Hyphantria cunea",35.68536,139.75309,"Temperate Asia"
"NPV","pathogenOf","Hyles gallii",35.68536,139.75309,"Temperate Asia"
"NPV","pathogenOf","Eumeta minuscula",35.68536,139.75309,"Temperate Asia"
"NPV","pathogenOf","Aedia leucomelas",35.68536,139.75309,"Temperate Asia"
"NPV","pathogenOf","Actias artemis",35.68536,139.75309,"Temperate Asia"
"NPV","pathogenOf","Clostera inclusa",35.68536,139.75309,"Temperate Asia"
"NPV","pathogenOf","Ctenoplusia",35.68536,139.75309,"Temperate Asia"
"NPV","pathogenOf","Xestia c-nigrum",35.68536,139.75309,"Temperate Asia"
"NPV","pathogenOf","Yponomeuta",35.68536,139.75309,"Temperate Asia"
"NPV","pathogenOf","Amsacta lactinea",35.68536,139.75309,"Temperate Asia"
"NPV","pathogenOf","Pogonia",-10,-55,"Tropical South-America"
"NPV","pathogenOf","Parasa viridissima",8,-5.5,"Tropical Africa"
"NPV","pathogenOf","Orgyia",15.5,101,"Tropical South Asia"
"NPV","pathogenOf","Spodoptera exigua",15.5,101,"Tropical South Asia"
"NPV","pathogenOf","Hyposidra talaca",-5,120,"Tropical South Asia"
